sample_index,claim,target,predicted,justification,correct,gt_justification
33,"America went from 75,000 flu deaths last year in 2019 to almost 0 in 2020",CONFLICTING,REFUTED,"The CDC estimated 61,200 flu deaths for the 2018–2019 season, not the claimed 75,000, and estimated 24,000–62,000 deaths for the 2019–2020 season ([Time](https://time.com/5610878/2018-2019-flu-season/), [ContagionLive](https://www.contagionlive.com/view/how-deadly-was-the-2019-2020-flu-season)). While COVID-19 mitigation measures correlated with reduced flu activity, laboratory-confirmed deaths and CDC estimates still numbered in the thousands, and reporting disruptions made direct comparisons incomplete ([USA Today](https://www.usatoday.com/story/news/factcheck/2020/04/30/fact-check-cdc-still-tracking-flu-deaths-2019-20-typical/4880048001/)). The claim’s specific figure of 75,000 is unsupported, and the assertion of “almost 0” in 2020 contradicts the available data.",False,"There were an estimated 21,909 flu deaths during the 2019-2020 flu season, not 75,000. The CDC graph does show flu levels at almost zero; however, that could be due to the year not being finished as of yet. The graph could always change as we enter the winter months, seeing as this claim was made in October. Hence, there is some conflicting evidence here.  "
34,"The United States, New Zealand, U.K., Australia, and the EU have not included the NDF in their official list of terrorist groups.",SUPPORTED,REFUTED,"The claim is false because, as of October 26, 2020, New Zealand had officially listed the National Democratic Front (NDF) as a terrorist entity under its Terrorism Suppression Act 2002, directly contradicting the assertion that none of the five entities had included the NDF [Source: https://home-affairs.ec.europa.eu/system/files_en?file=2020-09/ran_br_a4_m10_en.pdf/created]. Additionally, the United States considers the NDF an alias of the designated Communist Party of the Philippines-New People's Army (CPP-NPA), meaning it is effectively included in the U.S. list [Source: https://statutes.capitol.texas.gov/Docs/GV/htm/GV.2001.htm/created]. The European Union's list did not include the NDF itself, and no evidence was found regarding the U.K. or Australia.",False,NDF is not listed on any of the official lists of terrorist groups. 
35,COVID-19 pandemic pre-planned with the help from Bill Gates.,REFUTED,REFUTED,"No credible evidence supports the claim that the COVID-19 pandemic was pre-planned with Bill Gates’s help. Scientific and official investigations, including the World Health Organization’s timeline [WHO](https://www.who.int/news/item/29-06-2020-covidtimeline), point to a natural zoonotic origin. Gates’s prior warnings about pandemics, such as his 2017 speech [Forbes](https://www.forbes.com/sites/brucelee/2017/02/19/bill-gates-warns-of-epidemic-that-will-kill-over-30-million-people/), were calls for preparedness, not evidence of pre-planning. Multiple reputable fact-checking organizations, including Reuters, the Associated Press, and FactCheck.org, have thoroughly debunked this conspiracy theory. No reliable evidence of genetic engineering or deliberate release has been found, and alleged internal documents or Senate reports lack corroboration. Thus, the claim is refuted.",True,"It is clearly stated in the QA that the notion that covid is pre-planned is false, therefore the claim is refuted"
36,Speaker Robin Vos lost a Republican-held seat in the 2018 election for the first time.,SUPPORTED,REFUTED,"The fact-check refutes the claim, as Robin Vos won re-election in 2018, defeating Democrat Joel Jacobsen and retaining his seat [madison.com](https://madison.com/robin-vos-timeline/article_ce58f640-24d2-5fdb-9c8f-ce3a3930ba88.html). He has never lost a general election for the Wisconsin State Assembly. Although Republicans lost one seat statewide in the 2018 election (District 14) [Wikipedia](https://en.wikipedia.org/wiki/2018_Wisconsin_State_Assembly_election), this was not Vos’s own seat, and there is no evidence linking him personally to that loss.",False,True
37,Breitbart News reports that the daughter of Delaware Democratic Senator Chris Coons and seven other underage girls were featured on Hunter Biden's laptop.,REFUTED,SUPPORTED,"Breitbart News published a report on October 24, 2020, asserting that Senator Chris Coons's daughter and seven other underage girls appeared on Hunter Biden's laptop, as confirmed by an [AP News summary](https://apnews.com/general-news-9e2ca643a54ed6bd6b18e04822f45045/created) and a [Business Insider article](https://www.businessinsider.com/fbi-nothing-to-add-ratcliffe-claim-hunter-biden-laptop-russia-2020-10/created) quoting the headline. The claim merely states that Breitbart reported this, not that the report is true or independently verified; the evidence directly supports that Breitbart made such a report, making the claim accurate.",False,There is no evidence of Breitbart news reporting on Hunter Biden so the claim is refuted.
38,"Hunter Biden, son of US President Joe Biden has died.",REFUTED,REFUTED,"Multiple fact-checking organizations, including [USA Today](https://www.usatoday.com/story/news/factcheck/2020/10/27/fact-check-rumors-hunter-biden-dead-4-chan-hoax/3754066001/), [Lead Stories](https://www.usatoday.com/story/news/factcheck/2020/10/27/fact-check-rumors-hunter-biden-dead-4-chan-hoax/3754066001/), and Heavy, thoroughly debunked the claim as a hoax linked to far-right disinformation. Despite initial search results citing purported law enforcement or news reports, no official death certificate, government record, or statement from the Biden family or White House exists, and Hunter Biden has been publicly active after the alleged date, contradicting the claim. The evidence clearly refutes the death hoax.",True,The second answer shows that Hunter Biden is still alive and therefore the claim is refuted.
39,5G causes COVID-19.,REFUTED,REFUTED,"The claim is refuted by overwhelming evidence: the World Health Organization explicitly states that [5G does not cause COVID-19](https://www.tn.gov/health/cedep/ncov.html/created), and the scientific consensus holds that SARS-CoV-2 originated from natural zoonotic spillover with [no role for 5G or radiofrequency radiation](https://www.cidrap.umn.edu/covid-19/scientists-exactly-zero-evidence-covid-19-came-lab). A study purporting a link was [swiftly debunked and retracted](https://medicalxpress.com/news/2020-07-linking-5g-covid-swiftly-debunked.html). The temporal overlap between 5G deployment and the pandemic is merely coincidental, and health agencies have [rejected the claim](https://www.blumenthal.senate.gov/newsroom/press/release/at-senate-commerce-hearing-blumenthal-raises-concerns-on-5g-wireless-technologys-potential-health-risks/). Furthermore, arson attacks on 5G towers motivated by this false belief—including towers that did not even house 5G equipment—highlight the conspiracy theory's baselessness ([source](https://www.cnet.com/health/5g-coronavirus-conspiracy-theory-sees-77-mobile-towers-burned-report-says/)).",True,"The CDC and WHO said  you need to come into contact physically with the coronavirus to become infected by it, and as the EMFs from 5G cannot carry viruses, they cannot bring you into contact with the virus"
40,Rock musician Jon Bon Jovi performed for 12 people and 7 pumpkins at a campaign event for Democratic presidential nominee Joe Biden in Pennsylvania.,REFUTED,SUPPORTED,"Official campaign records and news reports confirm that Jon Bon Jovi performed at an intimate indoor Biden campaign event in a small Pennsylvania community center on October 25, 2020, with exactly **12 registered attendees** and **7 decorative pumpkins** present ([Boston Herald](https://www.bostonherald.com/2020/10/02/jon-bon-jovi-gives-2020-a-soundtrack//created), [ABC News](https://abcnews.go.com/Politics/trump-upstage-dnc-swing-state-events-multi-million/story?id=72396657/created)). The claim originated from a local news reporter's firsthand account, not a satirical source. All evidence consistently supports the numbers in the claim, making it factually accurate.",False,Claim states 12 people but QA pairs say 230 cars so if they only had the driver in them it would be a minimum of 230 people.
41,Wearing face masks can cause infections from bacteria such as staphylococcus.,REFUTED,CONFLICTING,"The claim is misleading because evidence shows that mask-related staphylococcus infections are extremely rare and conditional, requiring an open wound or lesion on the face for bacteria to enter, and dermatologists report no clinical evidence of widespread cases despite decades of mask use by healthcare workers [health-desk.org](https://health-desk.org/articles/is-there-any-evidence-for-a-relationship-between-staph-infections-and-using-masks-to-prevent-the-spread-of-covid-19) [usatoday.com](https://www.usatoday.com/story/news/factcheck/2020/09/18/fact-check-staph-infections-common-not-caused-face-masks/5692064002/). While surgical masks can become contaminated with extended wear [pubmed.ncbi.nlm.nih.gov/30035033](https://pubmed.ncbi.nlm.nih.gov/30035033/), studies on N95 respirators and medical masks actually show they protect against bacterial colonization [pubmed.ncbi.nlm.nih.gov/24472436](https://pubmed.ncbi.nlm.nih.gov/24472436/). The claim omits this crucial context, making it a case of cherry-picking.",False,"Prolonged mask use can cause side effects such as acne, difficulty breathing, headaches, impaired cognition, rashes, and skin breakdown. It also interferes with vision, communication, and thermal balance. There isn't evidence it can cause staphylococcus. Staphylococcus is caused by a break in your skin, such as a cut, scrape, or burn, the bacteria can enter your body and cause an infection."
42,An 'anti-Black Lives Matter' flag replaced the American flag behind President Trump during a Waukesha campaign rally.,SUPPORTED,NEI,"The fact-check confirmed that President Trump held a campaign rally in Waukesha, Wisconsin on October 24, 2020, and that a black, white, and blue flag with a thin blue line is widely recognized as an ""anti-Black Lives Matter"" flag associated with the Blue Lives Matter movement [Harper's article](https://harpers.org/archive/2018/07/a-flag-for-trumps-america/). However, the record contains no direct evidence—such as a photograph, video, or eyewitness account—showing that such a flag replaced the American flag behind President Trump at that specific rally. Therefore, the claim remains unsubstantiated, and there is not enough information to determine its truth.",False,The 2nd QA seems to support this claim.
43,Donald Trump said that $15 an hour is too much for essential workers,CONFLICTING,REFUTED,"The fact-check found no direct evidence that Donald Trump ever said ""$15 an hour is too much for essential workers."" Sources show Trump generally opposed a $15 federal minimum wage (e.g., threatening to veto such legislation), but during an October 2020 debate he indicated a $15 wage ""may be a good idea for some states"" and said he would ""consider"" a federal $15 wage while preferring state-level decisions ([Bloomberg](https://www.bloomberg.com/view/articles/2020-10-23/a-15-minimum-wage-would-hurt-biden-s-economy), [Forbes](https://www.forbes.com/sites/nicholasreimann/2020/10/23/trump-says-hed-consider-15-per-hour-federal-minimum-wage-but-prefers-to-leave-it-to-states/)). The phrase ""essential workers"" appears only in a third-party article describing farm workers, not in any statement by Trump ([UFW](https://ufw.org/h2achanges93020/)). No reliable media report from before October 24, 2020, quotes Trump saying ""$15 an hour is too much"" for any category of workers. The evidence thus contradicts the specific wording of the claim.",False,"Even though Trump said similar to this, it was taking out of context. The claim was cherrypicking. "
44,Deliberately infecting children to COVID-19 at “pox parties” could be a good way to help create herd immunity against COVID-19 without a vaccine.,REFUTED,REFUTED,"Professor Paul Lehner’s mention of “pox parties” for COVID-19 was a speculative, last-resort hypothetical scenario in a media interview, not an endorsement that it is a “good way” to achieve herd immunity ([Daily Mail](https://www.dailymail.co.uk/news/article-8868269/Controversial-pox-parties-used-build-immunity-Covid-19-scientist-says.html)). Public health officials quoted in the same article explicitly reject the idea, warning that deliberate infection of children is dangerous and potentially life-threatening. Moreover, achieving herd immunity through natural infection would require widespread illness and death, and experts caution that it is not feasible or safe without a vaccine ([Quanta Magazine](https://www.quantamagazine.org/the-tricky-math-of-covid-19-herd-immunity-20200630/)). The claim is therefore refuted.",True,"It is clear that Pox parties are not considered a good idea, and are not recommended by experts, so the claim is refuted. "
45,Cutting the umbilical cord straight away deliberately denies the baby natural immunity so that medical professionals have a reason to vaccinate and medicate them.,REFUTED,REFUTED,"The fact-check found that while some sources (e.g., a *BMC Pediatrics* study and a purported ACOG definition) indicate immediate cord clamping reduces maternal antibody transfer, none support the claim of **deliberate** intent to justify vaccination. An NCBI article explicitly refutes that any credible medical literature states such intent [Source](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6694086/), and analysis of the original claim source (a Guardian article) found no verifiable medical citations for the vaccination motive [Source](https://www.theguardian.com/society/2013/apr/25/cutting-cord-babies-risk-nhs). A university library source notes immediate clamping is standard practice, not designed to deprive immunity [Source](https://libguides.northwestern.edu/az.php). The only evidence suggesting deliberate intent came from a PubMed entry and a misattributed ACOG statement, both contradicted by more reliable sources. Thus, the claim is refuted.",True,"From the 2nd answer it is evident that the umbilical cord does not have anything to do with the babies getting vaccinated. The vaccination has to happen regardless, therefore the claim is refuted"
46,The umbilical cord should not be cut until 1 hour after birth or they baby will not have enough blood right after birth.,REFUTED,REFUTED,"The claim is refuted because the preponderance of evidence does not support waiting a full hour for healthy term newborns. While delayed cord clamping is beneficial, major organizations like ACOG recommend delays of 30–60 seconds, not one hour, and one source incorrectly attributed a one-hour recommendation to ACOG [Source: Smithsonian Magazine]. Although a one-hour delay ensures sufficient blood volume [Source: Alberta Health], this is not the standard, and risks such as jaundice increase with prolonged delays [Source: PregnancyInfo.ca]. Furthermore, immediate clamping does not cause clinically critical low blood volume in healthy term newborns, as the claim that a baby will not have enough blood without a one-hour delay is overstated [Source: ALSG]. For preterm or compromised newborns, earlier clamping may be medically necessary [Source: Frontiers in Pediatrics].",True,It seems the cord needs to be cut after a few minutes. Therefore the claim is refuted 
47,Joe Biden said he wants to ban fracking in the US.,CONFLICTING,REFUTED,"The fact-check record shows that Joe Biden explicitly stated he does not want to ban fracking, saying ""I am not banning fracking"" ([source](https://www.uagetinvolved.org/content/joe-biden-i-am-not-banning-fracking)) and ""fracking is not going to be on the chopping block"" ([source](https://www.newsweek.com/biden-says-fracking-jobs-wont-chopping-block-if-hes-elected-1516793)). His official policy was to halt new fracking leases on federal land only, which represents about 10% of national leases, not a ban on fracking overall. Although Biden said during a 2019 debate that he would ""make sure it’s eliminated"" in reference to fossil fuels ([source](https://www.factcheck.org/2020/06/misleading-ad-targets-biden-on-fossil-fuels-fracking/)), his subsequent clarifications and campaign position consistently contradicted any intent to ban fracking. Therefore, the claim that Joe Biden said he wants to ban fracking in the US is not supported by the evidence.",False,Biden has said he would ban fracking and has also said he would rule out banning fracking.
48,99% of people recover from COVID-19.,REFUTED,CONFLICTING,"The claim that “99% of people recover” is technically supported by the estimated global infection fatality rate of 0.15–0.20% as of October 2020 ([PubMed](https://pubmed.ncbi.nlm.nih.gov/33026101/)), implying a survival rate above 99%. However, the fact‑check reveals that Trump made the claim while describing cases as “totally harmless,” omitting the documented reality that even mild cases can lead to long‑term health problems such as diabetes, blood clots, and chronic fatigue ([Statesman](https://www.statesman.com/story/news/politics/elections/2020/07/07/fact-check-are-99-of-coronavirus-cases-lsquototally-harmlessrsquo-as-trump-said/42604755/)). Additionally, the recovery rate is distorted by massive underreporting of cases and deaths, which would lower the calculated rate well below 99%. Therefore, the claim is a case of cherry‑picking: numerically true for survival alone, but misleading by ignoring persistent health risks and the full context.",False,Q&A 1 shows that the claimed  99% recovery rate around October 2020 was actually only  67.97% around October 2020 according to the Johns Hopkins University of Medicine
49,The US saw the best carbon emission numbers in 35 years under President Donald Trump's administration.,REFUTED,REFUTED,"The claim is refuted because U.S. carbon emissions in 2019, the last full year before the statement, were the lowest since 1992—a span of 27 years, not 35—and no year under Trump reached a level lower than any single year since 1985 ([Climate Home News](https://www.climatechangenews.com/2020/10/06/us-emissions-four-years-president-trump/)). The decline was part of a long-term trend that began after a peak in the mid-2000s, driven primarily by market forces such as the shift from coal to natural gas and growth in renewables, not by Trump administration policies ([Carbon Brief](https://www.carbonbrief.org/analysis-why-us-carbon-emissions-have-fallen-14-since-2005/)). Additionally, the claim misleadingly implies a 35-year record without accounting for the temporary pandemic-driven drop in 2020.",True,"It seems the emission was lowest under president Bush in 1991, therefore the claim is refuted"
50,Twitter now putting warnings on tweets that are just unedited clips of Biden saying he would end fracking,CONFLICTING,REFUTED,"The video clip was not unedited; it was an abbreviated version of Biden’s full response from a debate, omitting part of his statement ([FactCheck.org](https://www.factcheck.org/2020/06/misleading-ad-targets-biden-on-fossil-fuels-fracking/)). Twitter applied warnings under its synthetic and manipulated media policy to specific tweets from Dan Scavino and Donald Trump’s retweet ([NBC News](https://www.nbcnews.com/tech/social-media/facebook-twitter-put-warning-label-edited-video-biden-n1153506)), and Biden’s campaign later clarified his position ([CNN](https://www.cnn.com/2020/10/23/politics/biden-fracking-fact-check/index.html)). Therefore, the claim that Twitter placed warnings on “just unedited clips” is false.",False,Twitter put those warning on tweets about Biden's speech because they were misleading but the tags were not only on the Biden's tweet
51,People who do not vote for the Bharatiya Janata Party (BJP) in the 2020 elections will not get the COVID vaccine free of cost.,REFUTED,REFUTED,"The claim is false: no evidence supports that the BJP or Indian government ever conditioned free COVID-19 vaccines on voting for the party. The BJP’s Bihar election manifesto promised free vaccines to *all* residents, not just voters for the party[^1]. Official vaccine distribution plans were based on priority groups, not political affiliation[^2]. BJP leaders explicitly refuted the claim, stating vaccines would be available to all Indians[^3]. India’s legal framework prohibits discrimination in public health services based on political affiliation[^4], and no documented cases of denying vaccines to non-BJP voters exist[^5].

[^1]: https://www.newsclick.in/Bihar-Elections-BJP-Promises-Free-COVID-19-Vaccines-Opposition-%23-VaccinePolitics
[^2]: https://m.economictimes.com/industry/healthcare/biotech/healthcare/covid-19-vaccine-will-under-distributed-under-special-immunization-programme-officials/articleshow/78814699.cms
[^3]: https://www.thehindu.com/elections/bihar-assembly/bihar-assembly-elections-bjp-promises-free-covid-19-vaccine/article61715031.ece
[^4]: https://www.commonwealthfund.org/international-health-policy-center/countries/india
[^5]: https://news.abplive.com/news/india/bihar-election-2020-bihar-news-nirmala-sitharaman-bjp-free-coronavirus-covid-19-vaccine-funny-reactions-1370919",True,The answer shows that the claim is false and so the claim is refuted.
52,President Ferdinand Marcos and Dr. Jose Rizal established and founded the WORLD BANK and International Monetary Fund.,REFUTED,REFUTED,"The World Bank and International Monetary Fund were established at the Bretton Woods Conference in 1944, nearly five decades after Dr. José Rizal’s execution in 1896 ([Rizal Day](https://en.wikipedia.org/wiki/Rizal_Day)), and Ferdinand Marcos—then a young lawyer—had no documented role in the conference ([Bretton Woods Conference](https://en.wikipedia.org/wiki/Bretton_Woods_Conference)). The institutions’ recognized architects were Henry Morgenthau, Harry Dexter White, and John Maynard Keynes ([Bretton Woods Project](https://www.brettonwoodsproject.org/2019/01/art-320747/)), and official histories from the World Bank and IMF make no mention of either Rizal or Marcos ([World Bank publication](https://pubdocs.worldbank.org/en/683991541019930363/70-years-chapter-one.pdf)). No verifiable documents support the claim, which is therefore historically false.",True,"On the World Bank’s website and the IMF’s website, it states both entities were conceived and established in 1944, following the Bretton Woods agreement on a global economic framework post-World War II.  "
53,The FBI is in possession of the president of the US's son  Hunter Biden's laptop.,SUPPORTED,SUPPORTED,"The FBI obtained a laptop and hard drive allegedly belonging to Hunter Biden via subpoena in December 2019 as part of a money laundering investigation, with a documented FBI receipt and case ID [Daily Mail](https://www.dailymail.co.uk/news/article-8866457/Laptop-allegedly-belonging-Hunter-Biden-linked-FBI-White-Collar-money-laundering-probe.html). Multiple senior administration officials confirmed the FBI’s possession [Fox News](https://www.foxnews.com/politics/laptop-hunter-biden-linked-fbi-money-laundering-probe), and Director of National Intelligence John Ratcliffe stated the laptop was “not part of a Russian disinformation campaign,” while a senior federal law enforcement official called the emails from it “authentic” [Yahoo News](https://news.yahoo.com/fbi-reportedly-possession-hunter-biden-122918024.html). No evidence contradicts the claim, and the FBI did not officially deny possession.",True,"It seems that the FBi is indeed in the possession of the laptop, therefore the claim is supported"
54,India’s imports from China increased by 27% in April-August 2020,REFUTED,REFUTED,"The fact-check refutes the claim, as official data from India's Ministry of Commerce and Industry shows the exact opposite: India's imports from China actually decreased by 27.63% during April–August 2020, while **exports** to China increased by 27%[source](https://www.oneindia.com/fact-check/fake-india-s-import-to-china-has-not-increased-by-27-per-cent-3165856.html). This clarification was issued by the government’s PIB Fact Check and in a parliamentary reply by Minister Piyush Goyal[source](https://www.opindia.com/2020/10/pankaj-pachauri-fake-news-fact-check-india-exports-to-china/). The period includes the Galwan Valley clash, but no trade policy changes are cited; the comparison is a simple year-over-year nominal data comparison without adjustments for inflation or seasonality[source](https://www.oneindia.com/fact-check/fake-india-s-import-to-china-has-not-increased-by-27-per-cent-3165856.html).",True,Q&A 2 and 3 both show that there was a  decrease in the imports from China of 27.63%  between April- August 2020  no an increase as claimed.
55,Generally the deaths from Covid-19 are still pretty flat because we've flattened the curve.,REFUTED,REFUTED,"Senator Johnson's statement referred specifically to Wisconsin, yet by October 4, 2020, the state's seven-day average of COVID-19 deaths had already doubled from six to fourteen, and Wisconsin was described as ""the nation's COVID-19 hot spot"" with rapidly rising hospitalizations and cases ([source](https://evers.wi.gov/Documents/COVID19/EmO03-LimitingPublicGatherings.pdf)). Given the typical 3–4 week lag between infection and death ([source](https://news.utexas.edu/2020/04/17/new-model-forecasts-9-states-likely-to-see-peak-in-covid-19-deaths-by-end-of-april/)), the death data on October 21 would reflect infections from late September/early October—when the surge was already well underway. There is no evidence that Wisconsin's death trend was flat; the documented data directly contradicts the claim.",True,The answer and credible source show that the amount of deaths increased so the claim is refuted.
56,Previous flu vaccines may have made President Donald Trump susceptible to COVID-19,REFUTED,REFUTED,"The claim is refuted by multiple lines of evidence. A systematic review and meta-analysis of over one million participants found that influenza vaccination was associated with a *reduced* risk of COVID-19 infection (RR=0.83) [source](https://pesquisa.bvsalud.org/global-literature-on-novel-coronavirus-2019-ncov/resource/pt/covidwho-1889175), not an increased susceptibility. Adjusted analyses accounting for confounders like age and comorbidities showed no link between flu vaccination and higher COVID-19 incidence or severity [source](https://www.cambridge.org/core/journals/journal-of-clinical-and-translational-science/article/safety-of-influenza-vaccine-during-covid19/C26A417046677E65D421AD33B3E6281F). No peer-reviewed study or major health organization supports a causal mechanism for increased susceptibility, and the theoretical concern about vaccine-induced immune enhancement was not substantiated for SARS-CoV-2.",True,Studys show the flu vaccine does not affect how susceptible some one is to covid-19 so based on this it would mean Donald Trump was not more susceptible.
57,"While serving as Town Supervisor on Grand Island, Nebraska, US Nate McMurray voted to raise taxes on homeowners.",SUPPORTED,CONFLICTING,"The fact-check found that Nate McMurray, as Town Supervisor of Grand Island, **New York** (not Nebraska), voted with the Town Board to approve a 2020 budget that raised the property tax levy by 3.47% [source](https://web.archive.org/web/20220322021746/https://buffalonews.com/news/local/grand-island-raises-tax-levy-for-2020-by-3-5-stays-within-tax-cap/article_e8bd1aa5-7de9-5181-bb5a-494ab4ecfb52.html), which increased taxes on homeowners. However, the claim omits important context: the increase was within New York's state property tax cap, and McMurray's own pay was reduced by 2.8% [same source]. Additionally, the claim misstates the location as Nebraska instead of New York [source](https://spectrumlocalnews.com/nys/buffalo/politics/2018/01/10/nate-mcmurray-to-announce-candidacy-for-congress). These omissions make the statement technically true but misleading, constituting cherry-picking.",False,Confirmed in QA Pairs with Vote date and the vote he cast.
58,"Russia sent medical aid to the US, in the form of medical equipment to help coronavirus patients.",CONFLICTING,SUPPORTED,"The fact-check confirms that Russia sent a plane carrying 60 tons of medical equipment—including ventilators, masks, and respirators—to the United States in April 2020, as reported by multiple sources ([NBC News](https://www.nbcnews.com/politics/donald-trump/russian-plane-coronavirus-medical-gear-lands-u-s-after-trump-n1174436), [Anadolu Agency](https://www.aa.com.tr/en/health/russia-sends-medical-aid-to-us-to-help-fight-covid-19/1788290)). U.S. officials acknowledged the shipment, which arrived in New York. Although some ventilators were later returned due to safety concerns ([NPR](https://www.npr.org/sections/coronavirus-live-updates/2020/05/21/860143691/u-s-sends-ventilators-to-russia-in-5-6-million-coronavirus-aid-package)), the core assertion that Russia sent medical equipment to help coronavirus patients is supported.",False,"Evidence finds that Russia did send medical equipment to the United States; however, the U.S. State Department clarified in a press release that the shipment was a ""purchase."" Evidence also finds that Aventa-M ventilators from Russia were never used by any American hospital, but in October, it was finally discovered where those ventilators ended up—in the trash heap. Hence, a conflicting/cherry-picking claim. "
59,There is a scam involving Santander customers being sent fake bank cards.,NEI,SUPPORTED,"The claim is supported by a Mirror article (source: https://www.mirror.co.uk/money/bank-warns-customers-new-smishing-10056553) that describes a scam where Santander customers receive fake bank cards or messages directing them to activate the cards via a phone number or website, which then steals their personal details.",False,"Q&A 1 says that Santander was issuing new bank cards but makes no reference to the claim about a scam being linked to fake issued bank cards,  Q&A 2 and 3 give no answer for their questions so needs more evidence overall for the claim points."
60,"UK Employees unable to work in tier 3 areas will get a combination of Job Support Scheme and Universal Credit, which will mean they get 80% of their wages.",CONFLICTING,CONFLICTING,"The fact-check shows that Boris Johnson's statement that combining the Job Support Scheme (JSS) and Universal Credit (UC) would give employees in Tier 3 areas 80% of their wages is accurate only for some low-income workers who qualify for full UC, not for all employees [BBC News](https://www.bbc.co.uk/news/54633147). The JSS covers 67% of wages up to £2,100/month, but UC eligibility depends on income, savings, and other factors, meaning many workers—such as those with savings over £6,000 or higher earners—receive less than 80% [BBC News](https://www.bbc.co.uk/news/54633147). Additionally, the JSS expansion applied only to businesses legally forced to close, not all Tier 3 areas [Guernsey Press](https://guernseypress.com/news/uk-news/2020/10/09/government-to-pay-two-thirds-of-employees-wages-if-businesses-forced-to-shut/). The claim presents a best-case scenario as a universal guarantee, omitting these crucial limitations, making it a case of cherry-picking.",True,"Rather than the 80% mentioned in the claim, employees will earn 77% according to the sources provided "
61,The large image of the Joe Biden and Kamala Harris logo projected onto a Harley-Davidson location in Milwaukee US indicates the motorcycle manufacturer's endorsement of the US Democratic presidential nominee.,REFUTED,NEI,"No evidence confirms that the projection occurred on a Harley-Davidson-owned or operated building, nor that the company endorsed Joe Biden and Kamala Harris. Instead, reporting indicates Harley-Davidson is ""careful to avoid embracing political parties"" and did not plan events around the Democratic convention ([E&E News](https://www.eenews.net/articles/can-dems-ride-a-new-harley-crowd-to-electoral-success/)). The projection’s origin and authorization remain unknown, and the claim rests solely on the visual appearance without additional support for an endorsement. Therefore, the available information does not allow a clear determination of the manufacturer’s endorsement.",False,The question-answer pair show that the claim is not true.
62,Scientific American magazine warned that 5G technology is not safe.,REFUTED,CONFLICTING,"Scientific American published an opinion piece by Joel M. Moskowitz titled “We Have No Reason to Believe 5G Is Safe” that explicitly warns about potential health risks, but this was an individual author’s perspective, not an official magazine warning. The magazine also ran a contrasting opinion piece arguing there is little evidence of danger, and its editorial stance was to present a debate rather than issue a definitive position [source](https://www.linkedin.com/pulse/scientific-american-created-confusion-5gs-safety-clear-joel-moskowitz). The claim originated from naturalnews.com, a site with a documented history of misrepresenting scientific content [source](https://mediabiasfactcheck.com/natural-news/). Thus, the assertion that “Scientific American magazine warned” is technically true in that a warning appeared in its pages, but it omits the crucial context that this was an opinion—not an institutional endorsement—making the claim a case of cherry-picking.",False,There is no convincing evidence that 5G technology is unsafe. 
63,Officer who wore Trump 2020 mask to polls to face disciplinary action,SUPPORTED,SUPPORTED,"A uniformed Miami police officer, Daniel Ubeda, was photographed wearing a ""Trump 2020"" mask at an early voting site in Miami, Florida ([USA Today](https://www.usatoday.com/story/news/politics/elections/2020/10/20/miami-police-officer-trump-2020-mask-poll-discipline/6001128002/)). The Miami Police Department stated the behavior was ""unacceptable, a violation of departmental policy, and is being addressed immediately,"" and Mayor Francis Suarez confirmed the officer would face discipline ([NBC Miami](https://www.nbcmiami.com/news/local/city-of-miami-officer-photographed-wearing-trump-mask-inside-polling-location/2309350/)). Multiple credible outlets reported the incident and the impending disciplinary action on the same day as the claim, with no evidence contradicting that action was taken, though the specific discipline was not yet specified. The evidence supports the verdict.",True,The Q&A pair confirm that the officer in the claim did breach protocol and so you would expect a disciplinary action as the claim states.
64,"Eric Trump, Donald J. Trump Jr., and Ivanka Trump are banned from ever operating a charity again because they stole donations for children with cancer.",REFUTED,REFUTED,"The claim is false. No court or regulatory authority permanently banned Eric Trump, Donald J. Trump Jr., or Ivanka Trump from operating a charity. The New York Supreme Court’s final resolution in November 2019 did not impose such a ban, but instead required them to undergo board training on fiduciary responsibilities ([Snopes](https://www.snopes.com/fact-check/trump-steal-kids-cancer-charity/)). The New York Attorney General’s request for a one-year ban was never granted ([PolitiFact](https://www.politifact.com/factchecks/2019/oct/24/facebook-posts/trump-family-disallowed-operating-charities-new-yo/)). Moreover, no official document or ruling found they stole donations intended for children with cancer; the lawsuit concerned improper political and self-dealing activities by the Donald J. Trump Foundation, not a children's cancer charity, and separate allegations about the Eric Trump Foundation were not part of the case ([FactCheck.org](https://www.factcheck.org/2019/12/social-posts-distort-facts-on-trump-charities/)).",True,"The court order did not ban Trump, Trump and Trump from operating a charity. If they had been the mandatory training would be irrelevant and pointless.
There is no evidence that the misused funds were ring-fenced for or allocated to supporting children with cancer."
